web_scraper_order,web_scraper_start_url,nom,prix,adresse,conteneur,image_lien
"1772320045-330","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","800 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3684289",""
"1772320046-244","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton tabaski","220 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-3207991","https://images.coinafrique.com/thumb_3770553_uploaded_image1_1656895378.jpg"
"1772320047-331","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle gastante + brebis","800 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-gastante-brebis-3684621",""
"1772320050-332","https://sn.coinafrique.com/categorie/moutons?page=5","Ladoum","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-3686702",""
"1772320055-333","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","1 500 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3695055",""
"1772320056-245","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208371","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320057-334","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladoum","1 000 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3695058",""
"1772320058-246","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","245 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208783","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1772320060-335","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladum","175 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladum-3695634",""
"1772320061-247","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","290 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208863","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320062-336","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3697040",""
"1772320063-248","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum azawatt","150 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3208866","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1772320064-337","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","300 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3704136",""
"1772320065-249","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","520 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208872","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320067-338","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","375 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3704138",""
"1772320068-250","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum azawatt","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3208875","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1772320069-339","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","325 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3704976",""
"1772320070-251","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","720 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208888","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320071-340","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","180 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3705034",""
"1772320073-252","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","300 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208890","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320074-341","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","160 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3705038",""
"1772320075-253","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208892","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320076-342","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons tabaski","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-3705347",""
"1772320077-254","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","200 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208897","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320078-343","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","600 000 CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3705520",""
"1772320080-255","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","230 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3208903","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320081-344","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3705954",""
"1772320082-256","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum","700 000 CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3209125","https://images.coinafrique.com/thumb_3209125_uploaded_image1_1625431861.jpg"
"1772320083-345","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3706613",""
"1772320085-257","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","125 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3209310","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1772320086-346","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","600 000 CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3707762",""
"1772320087-258","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","160 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3209314","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1772320088-347","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","350 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3709012",""
"1772320089-259","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3209318","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1772320090-348","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawat","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-3709200",""
"1772320092-260","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","220 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3209798","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320092-349","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladoum","450 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3711943",""
"1772320094-261","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","230 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3209806","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320095-350","https://sn.coinafrique.com/categorie/moutons?page=5","Mâle Ladoum","575 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/male-ladoum-3711949",""
"1772320096-262","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3210353","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1772320099-351","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawad","230 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawad-3713044",""
"1772320110-263","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","210 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3210359","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1772320113-352","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","850 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3714745",""
"1772320115-264","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3210365","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1772320116-353","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","850 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3714750",""
"1772320120-265","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","300 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3210932","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320120-354","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","350 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3716131",""
"1772320122-266","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Bali Bali","210 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-bali-bali-3211305","https://images.coinafrique.com/thumb_3215274_uploaded_image1_1625673688.jpg"
"1772320122-355","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum métisse azawatte","140 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-metisse-azawatte-3716133",""
"1772320124-267","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","320 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3211669","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320124-356","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3716204",""
"1772320127-268","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","250 000 CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3211689","https://images.coinafrique.com/thumb_3211689_uploaded_image1_1625530422.jpg"
"1772320127-357","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","170 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3716241",""
"1772320129-269","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","215 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3211721","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772320129-358","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","110 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3716691",""
"1772320131-270","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","150 000 CFA","Matam, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3212534","https://images.coinafrique.com/thumb_4204058_uploaded_image1_1683299567.jpg"
"1772320131-359","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","70 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3716695",""
"1772320134-271","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","160 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3212567","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772320134-360","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","300 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3717423",""
"1772320136-272","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","680 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3212869","https://images.coinafrique.com/thumb_4840583_uploaded_image1_1720818332.jpg"
"1772320136-361","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton azawat","850 000 CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-3721884",""
"1772320138-273","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum Azawatt","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3213116","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1772320138-362","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","160 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3722202",""
"1772320141-274","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum","280 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3213921","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1772320141-363","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","1 700 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3725800",""
"1772320143-275","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","210 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3214030","https://images.coinafrique.com/thumb_5561288_uploaded_image1_1759765735.jpg"
"1772320143-364","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3725954",""
"1772320145-276","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","250 000 CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3215045","https://images.coinafrique.com/thumb_5513111_uploaded_image1_1757248013.jpg"
"1772320145-365","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","165 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3726012",""
"1772320148-277","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3215139","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772320148-366","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton azawad","275 000 CFA","Tambacounda, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawad-3726130",""
"1772320150-278","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","215 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3215274","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772320150-367","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","180 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3729435",""
"1772320152-368","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","250 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3729535",""
"1772320153-279","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","125 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3215907","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1772320155-280","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3215910","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
